,Entry,Mass,Feature,Feature.1,feature,Feature.2
3395,Q99259,"66,897",Q99259,Q99259,Q99259,Q99259
3396,Q8TEH3,"110,577",Q8TEH3,Q8TEH3,Q8TEH3,Q8TEH3
3397,Q8WXF8,"36,179",Q8WXF8,Q8WXF8,Q8WXF8,Q8WXF8
3398,P17661,"53,536",P17661,P17661,P17661,P17661
3399,P15924,"331,774",P15924,P15924,P15924,P15924
3400,Q16854,"32,056",Q16854,Q16854,Q16854,Q16854
3401,Q9NSV4,"136,926",Q9NSV4,Q9NSV4,Q9NSV4,Q9NSV4
3402,Q8NEZ5,"44,508",Q8NEZ5,Q8NEZ5,Q8NEZ5,Q8NEZ5
3403,Q6PIJ6,"133,944",Q6PIJ6,Q6PIJ6,Q6PIJ6,Q6PIJ6
3404,Q9UK99,"54,561",Q9UK99,Q9UK99,Q9UK99,Q9UK99
3405,O00399,"20,747",O00399,O00399,O00399,O00399
3406,Q7Z4W1,"25,913",Q7Z4W1,Q7Z4W1,Q7Z4W1,Q7Z4W1
3407,P59666,"10,245",P59666,P59666,P59666,P59666
3408,Q9NUL7,"59,581",Q9NUL7,Q9NUL7,Q9NUL7,Q9NUL7
3409,Q6ZN54,"58,710",Q6ZN54,Q6ZN54,Q6ZN54,Q6ZN54
3410,Q9H8H2,"94,087",Q9H8H2,Q9H8H2,Q9H8H2,Q9H8H2
3411,Q8NHQ9,"68,547",Q8NHQ9,Q8NHQ9,Q8NHQ9,Q8NHQ9
3412,Q6P3S1,"86,552",Q6P3S1,Q6P3S1,Q6P3S1,Q6P3S1
3413,Q9H6A0,"53,672",Q9H6A0,Q9H6A0,Q9H6A0,Q9H6A0
3414,O75064,"163,847",O75064,O75064,O75064,O75064
3415,Q86XP3,"102,975",Q86XP3,Q86XP3,Q86XP3,Q86XP3
3416,Q9BSY9,"21,444",Q9BSY9,Q9BSY9,Q9BSY9,Q9BSY9
3417,Q5T7M9,"49,024",Q5T7M9,Q5T7M9,Q5T7M9,Q5T7M9
3418,Q5VUD6,"48,583",Q5VUD6,Q5VUD6,Q5VUD6,Q5VUD6
3419,P56937,"38,206",P56937,P56937,P56937,P56937
3420,Q9UBX3,"31,282",Q9UBX3,Q9UBX3,Q9UBX3,Q9UBX3
3421,Q9H6R0,"78,874",Q9H6R0,Q9H6R0,Q9H6R0,Q9H6R0
3422,Q96J86,"16,626",Q96J86,Q96J86,Q96J86,Q96J86
3423,P09228,"16,445",P09228,P09228,P09228,P09228
3424,P81534,"7,697",P81534,P81534,P81534,P81534
3425,Q8IZN7,"7,846",Q8IZN7,Q8IZN7,Q8IZN7,Q8IZN7
3426,Q5VWQ8,"131,625",Q5VWQ8,Q5VWQ8,Q5VWQ8,Q5VWQ8
3427,O75426,"64,889",O75426,O75426,O75426,O75426
3428,Q9UK22,"33,328",Q9UK22,Q9UK22,Q9UK22,Q9UK22
3429,Q8NEA4,"22,105",Q8NEA4,Q8NEA4,Q8NEA4,Q8NEA4
3430,Q8N4B4,"52,646",Q8N4B4,Q8N4B4,Q8N4B4,Q8N4B4
3431,Q30KQ1,"7,213",Q30KQ1,Q30KQ1,Q30KQ1,Q30KQ1
3432,Q5J5C9,"8,456",Q5J5C9,Q5J5C9,Q5J5C9,Q5J5C9
3433,Q14203,"141,695",Q14203,Q14203,Q14203,Q14203
3434,Q5TDH0,"44,523",Q5TDH0,Q5TDH0,Q5TDH0,Q5TDH0
3435,O15075,"82,224",O15075,O15075,O15075,O15075
3436,O15523,"73,154",O15523,O15523,O15523,O15523
3437,Q5VZ89,"212,711",Q5VZ89,Q5VZ89,Q5VZ89,Q5VZ89
3438,Q9NXZ2,"72,844",Q9NXZ2,Q9NXZ2,Q9NXZ2,Q9NXZ2
3439,Q7L014,"117,362",Q7L014,Q7L014,Q7L014,Q7L014
3440,O94830,"81,032",O94830,O94830,O94830,O94830
3441,Q9NUU7,"53,975",Q9NUU7,Q9NUU7,Q9NUU7,Q9NUU7
3442,Q9UMR2,"53,927",Q9UMR2,Q9UMR2,Q9UMR2,Q9UMR2
3443,P59665,"10,201",P59665,P59665,P59665,P59665
3444,O94850,"75,996",O94850,O94850,O94850,O94850
3445,P35659,"42,674",P35659,P35659,P35659,P35659
3446,O95424,"10,429",O95424,O95424,O95424,O95424
3447,Q7L5Y6,"63,848",Q7L5Y6,Q7L5Y6,Q7L5Y6,Q7L5Y6
3448,Q9H1X3,"42,404",Q9H1X3,Q9H1X3,Q9H1X3,Q9H1X3
3449,P49366,"40,971",P49366,P49366,P49366,P49366
3450,Q8N5I4,"36,443",Q8N5I4,Q8N5I4,Q8N5I4,Q8N5I4
3451,Q8HWS3,"102,461",Q8HWS3,Q8HWS3,Q8HWS3,Q8HWS3
3452,P54277,"105,830",P54277,P54277,P54277,P54277
3453,Q8NA58,"60,124",Q8NA58,Q8NA58,Q8NA58,Q8NA58
3454,P36873,"36,984",P36873,P36873,P36873,P36873
3455,P67775,"35,594",P67775,P67775,P67775,P67775
3456,Q15435,"41,564",Q15435,Q15435,Q15435,Q15435
3457,Q9UKL6,"24,843",Q9UKL6,Q9UKL6,Q9UKL6,Q9UKL6
3458,P10696,"57,377",P10696,P10696,P10696,P10696
3459,Q13427,"88,617",Q13427,Q13427,Q13427,Q13427
3460,Q8WVI7,"12,346",Q8WVI7,Q8WVI7,Q8WVI7,Q8WVI7
3461,Q9UJD0,"32,796",Q9UJD0,Q9UJD0,Q9UJD0,Q9UJD0
3462,O00743,"35,144",O00743,O00743,O00743,O00743
3463,Q8N3Z0,"47,098",Q8N3Z0,Q8N3Z0,Q8N3Z0,Q8N3Z0
3464,A4D1T9,"26,445",A4D1T9,A4D1T9,A4D1T9,A4D1T9
3465,Q99946,"31,430",Q99946,Q99946,Q99946,Q99946
3466,Q6MZQ0,"40,836",Q6MZQ0,Q6MZQ0,Q6MZQ0,Q6MZQ0
3467,A6NEC2,"53,747",A6NEC2,A6NEC2,A6NEC2,A6NEC2
3468,P40306,"28,936",P40306,P40306,P40306,P40306
3469,Q9NYI0,"116,034",Q9NYI0,Q9NYI0,Q9NYI0,Q9NYI0
3470,Q8NDX1,"116,249",Q8NDX1,Q8NDX1,Q8NDX1,Q8NDX1
3471,A4D2B8,"47,508",A4D2B8,A4D2B8,A4D2B8,A4D2B8
3472,P48382,"65,323",P48382,P48382,P48382,P48382
3473,Q8IZJ4,"52,346",Q8IZJ4,Q8IZJ4,Q8IZJ4,Q8IZJ4
3474,Q8ND90,"39,761",Q8ND90,Q8ND90,Q8ND90,Q8ND90
3475,O15211,"83,549",O15211,O15211,O15211,O15211
3476,Q3MIN7,"78,079",Q3MIN7,Q3MIN7,Q3MIN7,Q3MIN7
3477,Q96B86,"49,347",Q96B86,Q96B86,Q96B86,Q96B86
3478,Q15493,"33,253",Q15493,Q15493,Q15493,Q15493
3479,O14715,"198,993",O14715,O14715,O14715,O14715
3480,O76081,"43,692",O76081,O76081,O76081,O76081
3481,Q8WVV4,"68,065",Q8WVV4,Q8WVV4,Q8WVV4,Q8WVV4
3482,Q9P215,"69,444",Q9P215,Q9P215,Q9P215,Q9P215
3483,P16298,"59,024",P16298,P16298,P16298,P16298
3484,P48454,"58,129",P48454,P48454,P48454,P48454
3485,Q96LQ0,"49,440",Q96LQ0,Q96LQ0,Q96LQ0,Q96LQ0
3486,Q16821,"125,767",Q16821,Q16821,Q16821,Q16821
3487,Q86XI6,"32,695",Q86XI6,Q86XI6,Q86XI6,Q86XI6
3488,Q9UQK1,"36,445",Q9UQK1,Q9UQK1,Q9UQK1,Q9UQK1
3489,Q9H7J1,"30,644",Q9H7J1,Q9H7J1,Q9H7J1,Q9H7J1
3490,Q8TAP8,"27,953",Q8TAP8,Q8TAP8,Q8TAP8,Q8TAP8
3491,Q8WYP3,"100,163",Q8WYP3,Q8WYP3,Q8WYP3,Q8WYP3
3492,O15297,"66,675",O15297,O15297,O15297,O15297
3493,Q8WY54,"83,952",Q8WY54,Q8WY54,Q8WY54,Q8WY54
3494,Q9Y570,"42,315",Q9Y570,Q9Y570,Q9Y570,Q9Y570
3495,O15355,"59,272",O15355,O15355,O15355,O15355
3496,Q6ZS11,"62,466",Q6ZS11,Q6ZS11,Q6ZS11,Q6ZS11
3497,P62906,"24,831",P62906,P62906,P62906,P62906
3498,Q86SH4,"10,756",Q86SH4,Q86SH4,Q86SH4,Q86SH4
3499,P07737,"15,054",P07737,P07737,P07737,P07737
3500,P58294,"11,715",P58294,P58294,P58294,P58294
3501,Q9HC23,"14,314",Q9HC23,Q9HC23,Q9HC23,Q9HC23
3502,Q16378,"15,097",Q16378,Q16378,Q16378,Q16378
3503,P27918,"51,276",P27918,P27918,P27918,P27918
3504,Q8WWY3,"55,456",Q8WWY3,Q8WWY3,Q8WWY3,Q8WWY3
3505,Q6P2Q9,"273,600",Q6P2Q9,Q6P2Q9,Q6P2Q9,Q6P2Q9
3506,O43172,"58,449",O43172,O43172,O43172,O43172
3507,P23942,"39,186",P23942,P23942,P23942,P23942
3508,O43395,"77,529",O43395,O43395,O43395,O43395
3509,P30050,"17,819",P30050,P30050,P30050,P30050
3510,Q96HE9,"40,085",Q96HE9,Q96HE9,Q96HE9,Q96HE9
3511,P40429,"23,577",P40429,P40429,P40429,P40429
3512,Q9BWN1,"64,328",Q9BWN1,Q9BWN1,Q9BWN1,Q9BWN1
3513,Q8IV56,"13,715",Q8IV56,Q8IV56,Q8IV56,Q8IV56
3514,A6NJB7,"38,716",A6NJB7,A6NJB7,A6NJB7,A6NJB7
3515,Q8IZ63,"43,980",Q8IZ63,Q8IZ63,Q8IZ63,Q8IZ63
3516,Q96S07,"40,998",Q96S07,Q96S07,Q96S07,Q96S07
3517,Q8N8Z3,"24,207",Q8N8Z3,Q8N8Z3,Q8N8Z3,Q8N8Z3
3518,Q8NF86,"29,787",Q8NF86,Q8NF86,Q8NF86,Q8NF86
3519,Q6UWY2,"30,334",Q6UWY2,Q6UWY2,Q6UWY2,Q6UWY2
3520,A1L453,"35,356",A1L453,A1L453,A1L453,A1L453
3521,Q9NV39,"14,718",Q9NV39,Q9NV39,Q9NV39,Q9NV39
3522,P0CG20,"59,354",P0CG20,P0CG20,P0CG20,P0CG20
3523,Q9H6K5,"132,748",Q9H6K5,Q9H6K5,Q9H6K5,Q9H6K5
3524,P17980,"49,204",P17980,P17980,P17980,P17980
3525,A8MTI9,"41,188",A8MTI9,A8MTI9,A8MTI9,A8MTI9
3526,A0A1B0GVH4,"25,576",A0A1B0GVH4,A0A1B0GVH4,A0A1B0GVH4,A0A1B0GVH4
3527,Q86XN7,"95,698",Q86XN7,Q86XN7,Q86XN7,Q86XN7
3528,Q86TP1,"50,200",Q86TP1,Q86TP1,Q86TP1,Q86TP1
3529,P24158,"27,807",P24158,P24158,P24158,P24158
3530,P30520,"50,097",P30520,P30520,P30520,P30520
3531,Q9UNX3,"17,256",Q9UNX3,Q9UNX3,Q9UNX3,Q9UNX3
3532,P61254,"17,258",P61254,P61254,P61254,P61254
3533,P61353,"15,798",P61353,P61353,P61353,P61353
3534,Q3MIT2,"60,244",Q3MIT2,Q3MIT2,Q3MIT2,Q3MIT2
3535,Q9BZE2,"55,647",Q9BZE2,Q9BZE2,Q9BZE2,Q9BZE2
3536,P06737,"97,149",P06737,P06737,P06737,P06737
3537,P28074,"28,480",P28074,P28074,P28074,P28074
3538,Q9BQI7,"84,660",Q9BQI7,Q9BQI7,Q9BQI7,Q9BQI7
3539,O00487,"34,577",O00487,O00487,O00487,O00487
3540,A2A3K4,"84,457",A2A3K4,A2A3K4,A2A3K4,A2A3K4
3541,Q92932,"111,271",Q92932,Q92932,Q92932,Q92932
3542,P18433,"90,719",P18433,P18433,P18433,P18433
3543,P23468,"214,760",P23468,P23468,P23468,P23468
3544,P10586,"212,879",P10586,P10586,P10586,P10586
3545,P23470,"162,003",P23470,P23470,P23470,P23470
3546,Q12913,"145,941",Q12913,Q12913,Q12913,Q12913
3547,Q6P5R6,"14,607",Q6P5R6,Q6P5R6,Q6P5R6,Q6P5R6
3548,P35268,"14,787",P35268,P35268,P35268,P35268
3549,P62750,"17,695",P62750,P62750,P62750,P62750
3550,P62829,"14,865",P62829,P62829,P62829,P62829
3551,Q9NY27,"46,898",Q9NY27,Q9NY27,Q9NY27,Q9NY27
3552,P11117,"48,344",P11117,P11117,P11117,P11117
3553,Q07869,"52,225",Q07869,Q07869,Q07869,Q07869
3554,Q03181,"49,903",Q03181,Q03181,Q03181,Q03181
3555,Q9BZG2,"46,090",Q9BZG2,Q9BZG2,Q9BZG2,Q9BZG2
3556,P05186,"57,305",P05186,P05186,P05186,P05186
3557,P10619,"54,466",P10619,P10619,P10619,P10619
3558,Q9H939,"38,858",Q9H939,Q9H939,Q9H939,Q9H939
3559,O43447,"19,208",O43447,O43447,O43447,O43447
3560,Q13356,"58,823",Q13356,Q13356,Q13356,Q13356
3561,P26678,"6,109",P26678,P26678,P26678,P26678
3562,P35813,"42,448",P35813,P35813,P35813,P35813
3563,Q6ZSY5,"82,798",Q6ZSY5,Q6ZSY5,Q6ZSY5,Q6ZSY5
3564,O75688,"52,643",O75688,O75688,O75688,O75688
3565,Q8TB24,"107,854",Q8TB24,Q8TB24,Q8TB24,Q8TB24
3566,Q06587,"42,429",Q06587,Q06587,Q06587,Q06587
3567,Q6NUQ1,"90,632",Q6NUQ1,Q6NUQ1,Q6NUQ1,Q6NUQ1
3568,O75400,"108,805",O75400,O75400,O75400,O75400
3569,Q6NWY9,"99,358",Q6NWY9,Q6NWY9,Q6NWY9,Q6NWY9
3570,Q5SWA1,"79,152",Q5SWA1,Q5SWA1,Q5SWA1,Q5SWA1
3571,A0A0G2JMD5,"55,092",A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5,A0A0G2JMD5
3572,Q96KF2,"5,959",Q96KF2,Q96KF2,Q96KF2,Q96KF2
3573,O60831,"19,258",O60831,O60831,O60831,O60831
3574,O75915,"21,615",O75915,O75915,O75915,O75915
3575,O60809,"55,211",O60809,O60809,O60809,O60809
3576,O43663,"71,607",O43663,O43663,O43663,O43663
3577,P48634,"228,863",P48634,P48634,P48634,P48634
3578,Q5VWM3,"55,334",Q5VWM3,Q5VWM3,Q5VWM3,Q5VWM3
3579,Q9Y520,"316,911",Q9Y520,Q9Y520,Q9Y520,Q9Y520
3580,O60811,"54,872",O60811,O60811,O60811,O60811
3581,O60810,"55,439",O60810,O60810,O60810,O60810
3582,Q5TYX0,"54,886",Q5TYX0,Q5TYX0,Q5TYX0,Q5TYX0
3583,Q8NCQ7,"40,506",Q8NCQ7,Q8NCQ7,Q8NCQ7,Q8NCQ7
3584,Q5VXH5,"53,627",Q5VXH5,Q5VXH5,Q5VXH5,Q5VXH5
3585,Q5VWM5,"55,420",Q5VWM5,Q5VWM5,Q5VWM5,Q5VWM5
3586,Q9NRG1,"25,674",Q9NRG1,Q9NRG1,Q9NRG1,Q9NRG1
3587,Q9H4Q4,"40,403",Q9H4Q4,Q9H4Q4,Q9H4Q4,Q9H4Q4
3588,P30044,"22,086",P30044,P30044,P30044,P30044
3589,Q9NQW5,"55,777",Q9NQW5,Q9NQW5,Q9NQW5,Q9NQW5
3590,P30041,"25,035",P30041,P30041,P30041,P30041
3591,Q06830,"22,110",Q06830,Q06830,Q06830,Q06830
3592,Q9HCU5,"45,468",Q9HCU5,Q9HCU5,Q9HCU5,Q9HCU5
3593,Q5JRX3,"117,413",Q5JRX3,Q5JRX3,Q5JRX3,Q5JRX3
3594,Q96I23,"12,655",Q96I23,Q96I23,Q96I23,Q96I23
3595,P13727,"25,206",P13727,P13727,P13727,P13727
3596,Q9Y2Y8,"25,406",Q9Y2Y8,Q9Y2Y8,Q9Y2Y8,Q9Y2Y8
3597,P49643,"58,806",P49643,P49643,P49643,P49643
3598,Q7Z3G6,"95,615",Q7Z3G6,Q7Z3G6,Q7Z3G6,Q7Z3G6
3599,Q2TBC4,"37,551",Q2TBC4,Q2TBC4,Q2TBC4,Q2TBC4
3600,P04156,"27,661",P04156,P04156,P04156,P04156
3601,Q8N945,"21,905",Q8N945,Q8N945,Q8N945,Q8N945
3602,P49683,"41,121",P49683,P49683,P49683,P49683
3603,P01236,"25,876",P01236,P01236,P01236,P01236
3604,P16471,"69,506",P16471,P16471,P16471,P16471
3605,O75569,"34,404",O75569,O75569,O75569,O75569
3606,P51817,"40,896",P51817,P51817,P51817,P51817
3607,Q96L21,"24,519",Q96L21,Q96L21,Q96L21,Q96L21
3608,Q01453,"17,891",Q01453,Q01453,Q01453,Q01453
3609,Q2KHR2,"146,896",Q2KHR2,Q2KHR2,Q2KHR2,Q2KHR2
3610,O75051,"211,104",O75051,O75051,O75051,O75051
3611,Q8TF01,"92,577",Q8TF01,Q8TF01,Q8TF01,Q8TF01
3612,Q13519,"20,295",Q13519,Q13519,Q13519,Q13519
3613,Q8N490,"42,876",Q8N490,Q8N490,Q8N490,Q8N490
3614,Q99640,"54,521",Q99640,Q99640,Q99640,Q99640
3615,Q6XQN6,"57,578",Q6XQN6,Q6XQN6,Q6XQN6,Q6XQN6
3616,Q6NUP7,"99,452",Q6NUP7,Q6NUP7,Q6NUP7,Q6NUP7
3617,Q9UPN7,"96,724",Q9UPN7,Q9UPN7,Q9UPN7,Q9UPN7
3618,O60927,"13,953",O60927,O60927,O60927,O60927
3619,P05187,"57,954",P05187,P05187,P05187,P05187
3620,A8MPX8,"71,643",A8MPX8,A8MPX8,A8MPX8,A8MPX8
3621,Q9H2H8,"18,155",Q9H2H8,Q9H2H8,Q9H2H8,Q9H2H8
3622,Q8IXY8,"35,228",Q8IXY8,Q8IXY8,Q8IXY8,Q8IXY8
3623,Q8NEY8,"52,737",Q8NEY8,Q8NEY8,Q8NEY8,Q8NEY8
3624,Q9Y3C6,"18,237",Q9Y3C6,Q9Y3C6,Q9Y3C6,Q9Y3C6
3625,O95685,"32,559",O95685,O95685,O95685,O95685
3626,P86496,"23,262",P86496,P86496,P86496,P86496
3627,Q5THK1,"237,300",Q5THK1,Q5THK1,Q5THK1,Q5THK1
3628,P0DPQ3,"21,866",P0DPQ3,P0DPQ3,P0DPQ3,P0DPQ3
3629,A6NEV1,"28,155",A6NEV1,A6NEV1,A6NEV1,A6NEV1
3630,Q5VT98,"54,784",Q5VT98,Q5VT98,Q5VT98,Q5VT98
3631,H0Y7S4,"44,302",H0Y7S4,H0Y7S4,H0Y7S4,H0Y7S4
3632,D3DTV9,"10,428",D3DTV9,D3DTV9,D3DTV9,D3DTV9
3633,Q04118,"30,980",Q04118,Q04118,Q04118,Q04118
3634,O95522,"54,633",O95522,O95522,O95522,O95522
3635,Q5SWL7,"49,433",Q5SWL7,Q5SWL7,Q5SWL7,Q5SWL7
3636,Q86YV5,"149,624",Q86YV5,Q86YV5,Q86YV5,Q86YV5
3637,Q5VWM4,"53,655",Q5VWM4,Q5VWM4,Q5VWM4,Q5VWM4
3638,Q92733,"52,418",Q92733,Q92733,Q92733,Q92733
3639,Q9HAZ2,"140,251",Q9HAZ2,Q9HAZ2,Q9HAZ2,Q9HAZ2
3640,Q9NQV6,"130,136",Q9NQV6,Q9NQV6,Q9NQV6,Q9NQV6
3641,O75626,"91,771",O75626,O75626,O75626,O75626
3642,Q9GZV8,"64,062",Q9GZV8,Q9GZV8,Q9GZV8,Q9GZV8
3643,Q9UKN5,"87,920",Q9UKN5,Q9UKN5,Q9UKN5,Q9UKN5
3644,Q9NQX1,"73,090",Q9NQX1,Q9NQX1,Q9NQX1,Q9NQX1
3645,Q9NNZ6,"11,232",Q9NNZ6,Q9NNZ6,Q9NNZ6,Q9NNZ6
3646,Q15835,"63,526",Q15835,Q15835,Q15835,Q15835
3647,Q9UKY0,"20,293",Q9UKY0,Q9UKY0,Q9UKY0,Q9UKY0
3648,P27635,"24,604",P27635,P27635,P27635,P27635
3649,E7EW31,"106,917",E7EW31,E7EW31,E7EW31,E7EW31
3650,Q92786,"83,203",Q92786,Q92786,Q92786,Q92786
3651,Q92620,"140,503",Q92620,Q92620,Q92620,Q92620
3652,Q99633,"39,860",Q99633,Q99633,Q99633,Q99633
3653,P48380,"83,530",P48380,P48380,P48380,P48380
3654,O60486,"175,742",O60486,O60486,O60486,O60486
3655,O14593,"28,102",O14593,O14593,O14593,O14593
3656,Q9H0H5,"71,027",Q9H0H5,Q9H0H5,Q9H0H5,Q9H0H5
3657,E7EU14,"19,623",E7EU14,E7EU14,E7EU14,E7EU14
3658,P60510,"35,080",P60510,P60510,P60510,P60510
3659,P24666,"18,042",P24666,P24666,P24666,P24666
3660,Q9UD71,"22,963",Q9UD71,Q9UD71,Q9UD71,Q9UD71
3661,Q5SGD2,"41,053",Q5SGD2,Q5SGD2,Q5SGD2,Q5SGD2
3662,O60828,"30,472",O60828,O60828,O60828,O60828
3663,Q8N755,"22,575",Q8N755,Q8N755,Q8N755,Q8N755
3664,Q9BU68,"11,705",Q9BU68,Q9BU68,Q9BU68,Q9BU68
3665,A3QJZ6,"55,489",A3QJZ6,A3QJZ6,A3QJZ6,A3QJZ6
3666,Q8NAV1,"37,477",Q8NAV1,Q8NAV1,Q8NAV1,Q8NAV1
3667,Q5SWL8,"55,208",Q5SWL8,Q5SWL8,Q5SWL8,Q5SWL8
3668,Q5VXH4,"54,852",Q5VXH4,Q5VXH4,Q5VXH4,Q5VXH4
3669,Q00LT1,"6,007",Q00LT1,Q00LT1,Q00LT1,Q00LT1
3670,Q9NQV5,"57,863",Q9NQV5,Q9NQV5,Q9NQV5,Q9NQV5
3671,Q9H4Q3,"73,981",Q9H4Q3,Q9H4Q3,Q9H4Q3,Q9H4Q3
3672,Q13029,"188,915",Q13029,Q13029,Q13029,Q13029
3673,Q9NQX0,"64,452",Q9NQX0,Q9NQX0,Q9NQX0,Q9NQX0
3674,Q9NQV8,"71,663",Q9NQV8,Q9NQV8,Q9NQV8,Q9NQV8
3675,Q9NQV7,"103,376",Q9NQV7,Q9NQV7,Q9NQV7,Q9NQV7
3676,P32119,"21,892",P32119,P32119,P32119,P32119
3677,P30048,"27,693",P30048,P30048,P30048,P30048
3678,P51888,"43,810",P51888,P51888,P51888,P51888
3679,Q8TCU6,"186,203",Q8TCU6,Q8TCU6,Q8TCU6,Q8TCU6
3680,Q70Z35,"182,622",Q70Z35,Q70Z35,Q70Z35,Q70Z35
3681,Q92954,"151,061",Q92954,Q92954,Q92954,Q92954
3682,Q9UBK2,"91,027",Q9UBK2,Q9UBK2,Q9UBK2,Q9UBK2
3683,Q86YN6,"113,222",Q86YN6,Q86YN6,Q86YN6,Q86YN6
3684,P06401,"98,981",P06401,P06401,P06401,P06401
3685,P49642,"49,902",P49642,P49642,P49642,P49642
3686,Q9HB40,"50,831",Q9HB40,Q9HB40,Q9HB40,Q9HB40
3687,Q92963,"25,145",Q92963,Q92963,Q92963,Q92963
3688,Q99578,"24,668",Q99578,Q99578,Q99578,Q99578
3689,Q96K30,"28,619",Q96K30,Q96K30,Q96K30,Q96K30
3690,Q96MT3,"94,300",Q96MT3,Q96MT3,Q96MT3,Q96MT3
3691,O43900,"68,609",O43900,O43900,O43900,O43900
3692,Q86XR5,"16,689",Q86XR5,Q86XR5,Q86XR5,Q86XR5
3693,Q96LW4,"64,412",Q96LW4,Q96LW4,Q96LW4,Q96LW4
3694,Q9UIW2,"211,067",Q9UIW2,Q9UIW2,Q9UIW2,Q9UIW2
3695,B7ZBB8,"38,019",B7ZBB8,B7ZBB8,B7ZBB8,B7ZBB8
3696,Q6PJE2,"20,620",Q6PJE2,Q6PJE2,Q6PJE2,Q6PJE2
3697,Q9UHV8,"16,119",Q9UHV8,Q9UHV8,Q9UHV8,Q9UHV8
3698,Q96A00,"16,693",Q96A00,Q96A00,Q96A00,Q96A00
3699,Q96C90,"15,911",Q96C90,Q96C90,Q96C90,Q96C90
3700,P15309,"44,566",P15309,P15309,P15309,P15309
3701,P48147,"80,700",P48147,P48147,P48147,P48147
3702,Q9UNP9,"33,431",Q9UNP9,Q9UNP9,Q9UNP9,Q9UNP9
3703,P30405,"22,040",P30405,P30405,P30405,P30405
3704,P45877,"22,763",P45877,P45877,P45877,P45877
3705,Q8WUA2,"57,225",Q8WUA2,Q8WUA2,Q8WUA2,Q8WUA2
3706,Q8TCE9,"16,094",Q8TCE9,Q8TCE9,Q8TCE9,Q8TCE9
3707,P50336,"50,765",P50336,P50336,P50336,P50336
3708,Q9H426,"29,329",Q9H426,Q9H426,Q9H426,Q9H426
3709,Q13671,"84,099",Q13671,Q13671,Q13671,Q13671
3710,Q99496,"37,655",Q99496,Q99496,Q99496,Q99496
3711,P50897,"34,193",P50897,P50897,P50897,P50897
3712,Q6ZRT6,"28,269",Q6ZRT6,Q6ZRT6,Q6ZRT6,Q6ZRT6
3713,Q6ZRP0,"27,805",Q6ZRP0,Q6ZRP0,Q6ZRP0,Q6ZRP0
3714,O75807,"73,478",O75807,O75807,O75807,O75807
3715,Q99935,"27,217",Q99935,Q99935,Q99935,Q99935
3716,O43490,"97,202",O43490,O43490,O43490,O43490
3717,P62913,"20,252",P62913,P62913,P62913,P62913
3718,Q9H606,"19,976",Q9H606,Q9H606,Q9H606,Q9H606
3719,O75360,"24,984",O75360,O75360,O75360,O75360
3720,P22891,"44,744",P22891,P22891,P22891,P22891
3721,O60508,"65,521",O60508,O60508,O60508,O60508
3722,Q9UMS4,"55,181",Q9UMS4,Q9UMS4,Q9UMS4,Q9UMS4
3723,P04280,"38,562",P04280,P04280,P04280,P04280
3724,Q86UA1,"78,430",Q86UA1,Q86UA1,Q86UA1,Q86UA1
3725,P02810,"17,016",P02810,P02810,P02810,P02810
3726,Q6MZM9,"22,720",Q6MZM9,Q6MZM9,Q6MZM9,Q6MZM9
3727,P0C7W0,"20,715",P0C7W0,P0C7W0,P0C7W0,P0C7W0
3728,Q53SZ7,"44,690",Q53SZ7,Q53SZ7,Q53SZ7,Q53SZ7
3729,B1ATL7,"31,890",B1ATL7,B1ATL7,B1ATL7,B1ATL7
3730,A8MZF0,"35,187",A8MZF0,A8MZF0,A8MZF0,A8MZF0
3731,Q8IYP2,"27,085",Q8IYP2,Q8IYP2,Q8IYP2,Q8IYP2
3732,Q7RTY9,"35,078",Q7RTY9,Q7RTY9,Q7RTY9,Q7RTY9
3733,P62195,"45,626",P62195,P62195,P62195,P62195
3734,Q8TB68,"30,930",Q8TB68,Q8TB68,Q8TB68,Q8TB68
3735,P62333,"44,173",P62333,P62333,P62333,P62333
3736,O95084,"43,001",O95084,O95084,O95084,O95084
3737,A6NEY8,"18,658",A6NEY8,A6NEY8,A6NEY8,A6NEY8
3738,O14603,"16,512",O14603,O14603,O14603,O14603
3739,P60900,"27,399",P60900,P60900,P60900,P60900
3740,P25789,"29,484",P25789,P25789,P25789,P25789
3741,Q5H9R7,"97,669",Q5H9R7,Q5H9R7,Q5H9R7,Q5H9R7
3742,Q12972,"38,479",Q12972,Q12972,Q12972,Q12972
3743,P37231,"57,620",P37231,P37231,P37231,P37231
3744,Q9H3Y8,"11,777",Q9H3Y8,Q9H3Y8,Q9H3Y8,Q9H3Y8
3745,P09923,"56,812",P09923,P09923,P09923,P09923
3746,O43586,"47,591",O43586,O43586,O43586,O43586
3747,Q08752,"40,764",Q08752,Q08752,Q08752,Q08752
3748,Q8N3J5,"40,997",Q8N3J5,Q8N3J5,Q8N3J5,Q8N3J5
3749,Q9UQ26,"160,403",Q9UQ26,Q9UQ26,Q9UQ26,Q9UQ26
3750,O43930,"31,708",O43930,O43930,O43930,O43930
3751,P04070,"52,071",P04070,P04070,P04070,P04070
3752,P35080,"15,046",P35080,P35080,P35080,P35080
3753,P60673,"14,596",P60673,P60673,P60673,P60673
3754,Q8NHR9,"14,319",Q8NHR9,Q8NHR9,Q8NHR9,Q8NHR9
